person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,risk_score_tahap2,predicted_tahap2
29,240000,MORTGAGE,11.0,PERSONAL,D,35000,14.91,0,0.15,N,6,0.5069165548752506,1
35,40000,OWN,5.0,VENTURE,A,8000,7.66,0,0.2,N,7,0.16068072052267798,0
27,47000,RENT,1.0,MEDICAL,B,13000,10.99,0,0.28,N,6,0.4878139776791926,0
27,116000,MORTGAGE,4.0,PERSONAL,D,25000,13.36,1,0.22,N,6,0.5000000000000003,1
32,61000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2000,7.9,0,0.03,N,8,0.16070617479722457,0
30,58000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,13200,10.99,0,0.23,N,5,0.3807356489715367,0
33,35600,RENT,1.0,MEDICAL,C,6000,13.49,1,0.17,Y,6,0.5000000000000001,1
29,34000,RENT,13.0,VENTURE,C,2000,14.72,0,0.06,N,5,0.500264812882512,1
31,34000,RENT,3.0,EDUCATION,A,5000,5.42,0,0.15,N,7,0.16101461279712498,0
28,95000,MORTGAGE,5.0,PERSONAL,A,5000,7.88,0,0.05,N,7,0.1412908709914078,0
29,117000,RENT,6.0,EDUCATION,B,21000,10.65,0,0.18,N,5,0.3912006403400682,0
27,61000,MORTGAGE,11.0,EDUCATION,B,1200,10.37,0,0.02,N,9,0.3788294614648519,0
30,60000,MORTGAGE,8.0,MEDICAL,C,7400,13.11,0,0.12,N,8,0.4999999999999998,0
30,95000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000,8.94,0,0.13,N,6,0.19447421201828333,0
33,60000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,17000,16.07,0,0.28,N,9,0.5847457755621721,1
33,72250,MORTGAGE,0.0,MEDICAL,D,25000,16.0,1,0.29,Y,5,0.6230605027737794,1
32,31000,RENT,0.0,EDUCATION,B,5000,11.49,1,0.16,N,8,0.4348506060684997,0
29,55000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5000,10.99,0,0.09,N,10,0.41862055206078785,0
30,72000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,9600,14.17,0,0.13,N,9,0.5000000000000004,1
27,156000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,5000,6.54,0,0.03,N,5,0.3559653221661295,0
29,280000,MORTGAGE,6.0,MEDICAL,C,15000,12.99,0,0.05,Y,6,0.49622765861423657,0
31,60000,RENT,2.0,PERSONAL,A,4750,5.99,0,0.08,N,8,0.1336306371227003,0
35,80000,RENT,0.0,EDUCATION,B,7050,8.88,0,0.09,N,10,0.14928490809907444,0
27,33996,RENT,8.0,EDUCATION,D,6000,15.31,0,0.18,N,10,0.5000000000000002,1
35,52000,RENT,2.0,MEDICAL,B,3000,11.48,0,0.06,N,7,0.441181774573133,0
31,30000,RENT,2.0,MEDICAL,B,3000,10.95,0,0.1,N,8,0.4164912693296958,0
31,201000,MORTGAGE,3.0,PERSONAL,B,15000,11.12,0,0.07,N,5,0.4081054715058572,0
31,59000,RENT,2.0,DEBTCONSOLIDATION,C,8750,12.68,0,0.15,N,7,0.48322745488116936,0
29,84000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,20000,11.83,0,0.24,N,6,0.4257888559561022,0
32,54000,MORTGAGE,9.0,VENTURE,C,13000,12.53,0,0.24,Y,10,0.457785138102291,0
29,100000,OWN,13.0,PERSONAL,A,10000,6.92,0,0.1,N,8,0.13550994038452152,0
28,64900,MORTGAGE,12.0,DEBTCONSOLIDATION,D,25000,15.37,1,0.39,N,6,0.5614202676809977,1
27,85500,RENT,1.0,HOMEIMPROVEMENT,D,11000,15.99,1,0.13,Y,5,0.578026415940687,1
31,120000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,28000,8.9,0,0.23,N,6,0.23557688238247396,0
28,60000,RENT,4.0,HOMEIMPROVEMENT,A,10000,6.54,0,0.17,N,9,0.15106642667242587,0
27,31500,RENT,10.0,DEBTCONSOLIDATION,C,6000,12.84,1,0.19,N,8,0.4879174434363906,0
31,260000,MORTGAGE,6.0,MEDICAL,C,25000,13.57,0,0.1,Y,6,0.5000000000000002,1
32,40000,OWN,2.0,VENTURE,C,7000,12.68,0,0.17,N,5,0.47888239894075757,0
27,50000,RENT,4.0,PERSONAL,C,6400,13.23,0,0.13,Y,5,0.5000000000000002,1
33,74400,RENT,15.0,VENTURE,C,3600,15.27,0,0.05,N,9,0.5000000000000004,1
30,139008,MORTGAGE,2.0,VENTURE,C,15000,13.47,0,0.11,N,9,0.4999999999999998,0
33,14400,OWN,0.0,VENTURE,C,2000,14.79,0,0.14,N,10,0.49999999999999994,0
28,40000,RENT,1.0,PERSONAL,C,1700,10.99,0,0.04,Y,9,0.41534403568178274,0
29,52000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,7800,10.36,0,0.15,N,9,0.37821699426382993,0
27,56525,MORTGAGE,4.0,MEDICAL,D,12000,15.95,1,0.18,N,10,0.5000000000000006,1
33,101000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,5000,7.49,0,0.05,N,5,0.3541518159359462,0
27,43218,RENT,11.0,PERSONAL,C,5300,14.65,0,0.12,Y,7,0.5000000000000002,1
30,75000,RENT,2.0,DEBTCONSOLIDATION,C,6000,12.68,0,0.08,Y,5,0.47888239894075757,0
32,122004,MORTGAGE,13.0,MEDICAL,A,10000,8.59,0,0.08,N,10,0.1466679939673053,0
27,82000,MORTGAGE,11.0,VENTURE,A,10000,7.51,0,0.12,N,6,0.18867335308997638,0
28,33000,RENT,12.0,PERSONAL,C,8000,14.65,1,0.24,N,9,0.5,1
33,30000,RENT,3.0,EDUCATION,B,11975,9.99,1,0.4,N,5,0.5959029368081028,1
34,148750,RENT,3.0,MEDICAL,A,12000,7.9,1,0.07,N,8,0.14115757229471124,0
27,104000,MORTGAGE,11.0,MEDICAL,B,10000,10.65,0,0.1,N,7,0.3990610892608002,0
27,39996,OWN,1.0,HOMEIMPROVEMENT,B,8000,12.53,0,0.2,N,5,0.4708295847604172,0
28,50000,RENT,2.0,EDUCATION,D,2000,16.89,1,0.04,N,5,0.6227929206306619,1
28,40000,RENT,12.0,DEBTCONSOLIDATION,B,12000,11.11,0,0.3,N,7,0.4999190339106009,0
27,25200,RENT,0.0,MEDICAL,C,2550,14.27,0,0.1,N,9,0.5,1
32,80000,RENT,1.0,PERSONAL,B,6400,10.99,0,0.08,N,8,0.41862055206078785,0
30,42000,RENT,0.0,MEDICAL,B,1850,11.99,0,0.04,N,6,0.4529210776891195,0
29,48000,RENT,6.0,EDUCATION,B,6025,10.65,0,0.13,N,6,0.3990610892608002,0
29,65000,RENT,4.0,PERSONAL,D,12000,16.49,0,0.18,N,7,0.5,1
28,70000,MORTGAGE,13.0,MEDICAL,A,5000,6.99,0,0.07,N,9,0.13580792075211034,0
29,42996,RENT,5.0,VENTURE,C,6000,15.96,1,0.14,N,9,0.5000000000000001,1
29,60000,MORTGAGE,2.0,MEDICAL,A,1500,6.03,0,0.03,N,5,0.3559653221661295,0
31,24000,OWN,0.0,VENTURE,B,6200,11.14,0,0.26,N,10,0.4252262346128225,0
27,99000,MORTGAGE,4.0,MEDICAL,A,9000,7.14,0,0.09,N,5,0.3541518159359462,0
27,207182,MORTGAGE,11.0,PERSONAL,B,22000,10.62,0,0.11,N,7,0.3971314742195108,0
27,78500,RENT,6.0,EDUCATION,A,8000,8.59,0,0.1,N,8,0.1466679939673053,0
31,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,10000,13.61,0,0.15,N,6,0.5000000000000002,1
33,71000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,5300,11.49,0,0.07,N,9,0.4415846404886172,0
29,99000,MORTGAGE,1.0,PERSONAL,B,6000,10.25,0,0.06,N,6,0.3688104005440906,0
27,225000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,14000,10.99,0,0.06,N,6,0.41862055206078785,0
30,56400,RENT,1.0,DEBTCONSOLIDATION,B,7000,11.49,1,0.12,N,10,0.44101162108503983,0
29,67992,MORTGAGE,0.0,VENTURE,A,2000,7.43,0,0.03,N,7,0.16070617479722457,0
33,140000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,13000,7.51,0,0.09,N,9,0.13856776762836687,0
33,90000,MORTGAGE,5.0,EDUCATION,A,4200,8.94,0,0.05,N,6,0.19447421201828333,0
30,60000,RENT,8.0,MEDICAL,A,5000,10.99,0,0.08,N,8,0.41862055206078785,0
29,99000,RENT,3.0,PERSONAL,C,8000,12.99,0,0.08,Y,8,0.496617318616724,0
27,50000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,9.88,0,0.3,N,5,0.5841572678101453,1
35,85000,RENT,1.0,VENTURE,A,3600,7.51,0,0.04,N,7,0.1500072557289503,0
35,15000,OWN,3.0,MEDICAL,A,3700,9.32,1,0.25,N,5,0.41618767422934905,0
33,66500,MORTGAGE,1.0,EDUCATION,A,9200,10.99,0,0.14,N,6,0.41862055206078785,0
28,42000,RENT,3.0,EDUCATION,D,9600,14.61,0,0.23,N,9,0.5000000000000002,1
31,64900,RENT,2.0,VENTURE,A,10000,7.66,0,0.15,N,9,0.14547643485209066,0
27,47380,MORTGAGE,11.0,EDUCATION,C,15000,13.79,0,0.32,N,6,0.513997015409868,1
29,44000,RENT,2.0,VENTURE,D,5400,16.0,1,0.12,Y,9,0.5000000000000003,1
27,83300,RENT,11.0,MEDICAL,D,20000,16.0,1,0.2,Y,5,0.5788564418109944,1
34,50725,RENT,1.0,VENTURE,C,5400,13.16,0,0.11,Y,6,0.5000000000000002,1
35,37440,RENT,2.0,MEDICAL,B,8000,10.99,0,0.21,N,7,0.39630209478765865,0
31,43288,RENT,7.0,EDUCATION,B,10000,10.74,0,0.23,N,5,0.37772678855004416,0
32,120000,RENT,11.0,EDUCATION,A,12000,7.51,0,0.1,N,9,0.13856776762836687,0
28,77250,RENT,1.0,HOMEIMPROVEMENT,B,10000,9.2,0,0.13,N,8,0.16543256317001234,0
30,71000,RENT,2.0,PERSONAL,A,12000,8.9,0,0.17,N,9,0.15106642667242587,0
29,73000,RENT,7.0,DEBTCONSOLIDATION,C,2500,14.35,0,0.03,Y,8,0.5000000000000002,1
31,168000,MORTGAGE,2.0,EDUCATION,B,15500,9.25,0,0.09,N,9,0.18366938745650624,0
33,53004,RENT,0.0,EDUCATION,C,20000,13.04,1,0.38,Y,9,0.5426540220589119,1
32,101000,RENT,3.0,MEDICAL,B,20000,10.75,0,0.2,N,8,0.3934471778302068,0
29,12000,RENT,1.0,EDUCATION,D,4500,15.05,1,0.38,N,9,0.5508309548626509,1
31,50000,RENT,4.0,PERSONAL,D,6000,15.62,0,0.12,Y,6,0.5195177953349082,1
27,110000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,2500,8.07,0,0.02,N,10,0.17287686117607523,0
28,24000,RENT,0.0,DEBTCONSOLIDATION,C,10000,12.87,1,0.42,N,8,0.5738827263833792,1
30,151800,MORTGAGE,14.0,EDUCATION,C,17525,12.72,0,0.12,Y,7,0.48602395125671627,0
34,63504,RENT,0.0,MEDICAL,B,3500,10.0,0,0.06,N,6,0.34288607635768886,0
27,67000,RENT,5.0,DEBTCONSOLIDATION,C,12000,13.23,0,0.18,Y,9,0.5000000000000003,1
33,21600,RENT,2.0,DEBTCONSOLIDATION,C,6500,10.99,0,0.3,Y,5,0.6100666794618346,1
27,49200,MORTGAGE,4.0,HOMEIMPROVEMENT,A,2500,5.42,0,0.05,N,10,0.16101461279712498,0
29,80400,MORTGAGE,13.0,MEDICAL,A,8000,7.14,0,0.1,N,7,0.13651749746543687,0
30,101500,RENT,2.0,HOMEIMPROVEMENT,B,18000,12.18,0,0.18,N,10,0.4583139782465065,0
27,51996,OWN,8.0,EDUCATION,D,9600,14.09,0,0.18,N,10,0.5000000000000003,1
28,31000,OWN,0.0,PERSONAL,A,1000,7.4,0,0.03,N,7,0.16070617479722457,0
32,49000,RENT,16.0,VENTURE,B,6300,9.91,0,0.13,N,6,0.331437073353904,0
28,64000,MORTGAGE,3.0,MEDICAL,C,5000,13.23,0,0.08,N,6,0.5000000000000002,1
29,63000,RENT,5.0,PERSONAL,D,10000,15.33,0,0.16,Y,7,0.5000000000000001,1
31,64000,RENT,9.0,PERSONAL,C,8000,14.22,0,0.13,Y,5,0.5000000000000002,1
27,31000,RENT,0.0,PERSONAL,B,4000,10.74,0,0.13,N,10,0.40463950826452205,0
27,84000,RENT,8.0,VENTURE,C,7200,10.99,0,0.09,N,10,0.41862055206078785,0
35,30720,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,7.49,0,0.2,N,6,0.21244311476227562,0
27,45000,OWN,9.0,PERSONAL,A,12000,6.03,0,0.27,N,5,0.45261966926471364,0
35,94000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,15000,9.88,0,0.16,N,9,0.32726757482358715,0
27,50000,MORTGAGE,0.0,VENTURE,A,12000,6.62,0,0.24,N,8,0.21530973893875022,0
30,110000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,5000,10.99,0,0.05,N,7,0.41862055206078785,0
33,38400,MORTGAGE,0.0,EDUCATION,B,10000,9.91,0,0.26,N,8,0.4252262346128225,0
29,30000,MORTGAGE,3.0,MEDICAL,B,4000,10.99,0,0.13,N,7,0.41862055206078785,0
28,140000,RENT,3.0,EDUCATION,B,12000,9.91,0,0.09,N,10,0.331437073353904,0
31,275000,MORTGAGE,9.0,VENTURE,C,25000,13.85,0,0.09,N,7,0.5000000000000001,1
34,28000,OWN,1.0,HOMEIMPROVEMENT,B,3000,9.99,0,0.11,N,5,0.35582745922840375,0
28,25200,RENT,5.0,PERSONAL,D,11500,14.46,1,0.46,N,10,0.6208477825501978,1
32,59363,RENT,2.0,MEDICAL,C,6000,13.22,0,0.1,Y,6,0.5000000000000002,1
29,32000,RENT,5.0,PERSONAL,D,9000,16.77,0,0.28,N,8,0.6593419559578768,1
27,49600,RENT,2.0,VENTURE,D,8400,10.99,1,0.17,Y,5,0.4031369860527136,0
27,92300,MORTGAGE,6.0,HOMEIMPROVEMENT,E,17500,17.93,0,0.19,N,5,0.6101614045498314,1
35,160000,OWN,10.0,VENTURE,B,24000,11.83,0,0.15,N,9,0.44941357495946227,0
27,98000,MORTGAGE,11.0,VENTURE,B,17000,8.88,0,0.17,N,9,0.15106642667242587,0
30,32004,OWN,4.0,VENTURE,A,5500,8.0,0,0.17,N,8,0.15106642667242587,0
30,40000,RENT,5.0,MEDICAL,A,3000,7.14,0,0.07,N,5,0.3541518159359462,0
32,85000,MORTGAGE,1.0,EDUCATION,C,7500,10.78,0,0.09,Y,10,0.40702028359177533,0
29,75000,RENT,6.0,HOMEIMPROVEMENT,B,6500,10.74,0,0.09,N,5,0.39421088450535946,0
29,55000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,12000,7.49,0,0.22,N,8,0.16776601618509893,0
28,71400,RENT,5.0,MEDICAL,B,5000,11.12,1,0.06,N,8,0.42515983225626847,0
35,82863,RENT,14.0,EDUCATION,A,11000,10.99,0,0.13,N,9,0.41862055206078785,0
29,61000,RENT,2.0,VENTURE,D,15000,14.96,1,0.25,N,10,0.5180620766976017,1
27,190000,RENT,5.0,VENTURE,A,22000,6.91,0,0.12,N,8,0.1386686675053678,0
27,102000,MORTGAGE,1.0,VENTURE,C,15000,12.84,0,0.15,N,8,0.48994993163277584,0
34,84000,RENT,3.0,EDUCATION,A,9000,5.79,0,0.11,N,10,0.13853740932039912,0
33,18720,OWN,0.0,MEDICAL,C,3500,13.16,1,0.19,N,5,0.5000000000000002,1
28,82500,MORTGAGE,12.0,DEBTCONSOLIDATION,A,11000,7.49,0,0.13,N,7,0.1407011863090282,0
29,18000,RENT,2.0,VENTURE,B,3000,12.69,1,0.17,N,5,0.4793968411339672,0
30,130500,MORTGAGE,1.0,DEBTCONSOLIDATION,D,25000,15.33,1,0.19,N,6,0.5178643618702953,1
30,105000,RENT,4.0,HOMEIMPROVEMENT,D,24250,15.65,0,0.23,N,7,0.5000000000000002,1
28,55000,RENT,3.0,VENTURE,C,5000,12.53,0,0.09,Y,5,0.4712188419734109,0
29,19200,RENT,4.0,DEBTCONSOLIDATION,B,4000,10.37,1,0.21,N,6,0.3747868668451421,0
28,65007,MORTGAGE,4.0,DEBTCONSOLIDATION,F,25000,18.62,1,0.38,Y,9,0.8491042146867341,1
35,21600,RENT,1.0,PERSONAL,C,2500,14.35,0,0.12,Y,5,0.5000000000000002,1
32,65000,MORTGAGE,6.0,PERSONAL,B,5600,11.58,0,0.09,N,5,0.42684807685793974,0
35,101400,MORTGAGE,11.0,PERSONAL,A,4500,9.32,0,0.04,N,8,0.20678938539918085,0
31,55000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,8000,7.49,0,0.15,N,9,0.14547643485209066,0
31,10800,RENT,4.0,MEDICAL,C,2000,14.72,1,0.19,Y,6,0.5002512869406188,1
27,48000,RENT,4.0,VENTURE,A,2800,7.49,0,0.06,N,10,0.13853740932039912,0
27,44630,OWN,10.0,VENTURE,B,10825,10.99,0,0.24,N,6,0.39325648704689653,0
30,71000,RENT,8.0,VENTURE,B,8000,11.12,0,0.11,N,8,0.42515983225626847,0
27,106000,MORTGAGE,11.0,EDUCATION,B,4000,11.71,0,0.04,N,8,0.44179394460566973,0
34,130000,MORTGAGE,5.0,PERSONAL,E,5000,17.56,0,0.04,Y,8,0.49999999999999994,0
31,72500,MORTGAGE,12.0,VENTURE,B,8875,11.99,0,0.12,N,8,0.45862580461688723,0
30,125000,MORTGAGE,14.0,VENTURE,A,5750,7.43,0,0.05,N,10,0.1412908709914078,0
35,165000,MORTGAGE,3.0,VENTURE,B,8000,11.49,0,0.05,N,8,0.43954403928255525,0
33,125004,RENT,3.0,EDUCATION,E,12000,15.68,0,0.1,N,8,0.5000000000000001,1
27,103000,MORTGAGE,8.0,PERSONAL,A,8800,7.29,0,0.09,N,8,0.13729871913433658,0
32,25200,RENT,0.0,PERSONAL,A,5000,7.91,0,0.2,N,8,0.16068072052267798,0
28,43500,MORTGAGE,12.0,PERSONAL,B,4000,12.69,0,0.09,N,5,0.4793968411339672,0
27,30000,RENT,5.0,PERSONAL,B,4975,10.37,0,0.17,N,9,0.37902195279434736,0
31,66000,RENT,9.0,EDUCATION,B,2550,11.36,0,0.04,N,9,0.4285338353806587,0
28,225000,MORTGAGE,11.0,EDUCATION,E,9000,16.95,1,0.04,Y,8,0.5000000000000002,1
35,85000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,20000,12.21,0,0.24,N,9,0.4359689373212567,0
33,54000,MORTGAGE,7.0,MEDICAL,C,32000,15.23,1,0.59,Y,7,0.8405286329294981,1
33,42996,RENT,2.0,VENTURE,A,8200,7.88,0,0.19,N,9,0.15733874807967535,0
32,50000,MORTGAGE,5.0,MEDICAL,A,9600,6.76,0,0.19,N,10,0.15733874807967535,0
27,31200,OWN,0.0,HOMEIMPROVEMENT,F,14000,18.09,0,0.45,Y,9,0.8333372022809887,1
29,55000,MORTGAGE,11.0,PERSONAL,B,4000,10.99,0,0.07,N,8,0.41862055206078785,0
31,43000,RENT,15.0,MEDICAL,B,13350,12.42,1,0.31,N,9,0.5023826577132344,1
28,11029,MORTGAGE,12.0,DEBTCONSOLIDATION,C,2150,10.78,1,0.19,Y,6,0.39948924979035233,0
27,100000,RENT,11.0,VENTURE,B,5000,12.42,0,0.05,N,8,0.47386527667202777,0
32,40000,RENT,2.0,PERSONAL,B,4000,9.99,0,0.1,N,8,0.3416787629941924,0
32,98056,MORTGAGE,10.0,VENTURE,B,6000,8.88,0,0.06,N,9,0.14928490809907444,0
29,54000,MORTGAGE,8.0,MEDICAL,A,7500,7.49,1,0.14,N,7,0.14297676674327192,0
31,140000,MORTGAGE,15.0,VENTURE,A,12000,7.88,0,0.09,N,7,0.1410166398373775,0
33,42000,RENT,3.0,MEDICAL,C,12000,13.57,0,0.29,Y,6,0.513997015409868,1
28,80004,MORTGAGE,5.0,MEDICAL,A,12000,6.91,0,0.15,N,6,0.18867335308997638,0
28,44500,MORTGAGE,5.0,DEBTCONSOLIDATION,B,20000,9.45,0,0.45,N,8,0.606833923975399,1
31,116400,RENT,3.0,PERSONAL,B,8900,10.0,0,0.08,N,5,0.35610314423209943,0
29,40000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,25000,11.86,0,0.63,N,6,0.8541136380211694,1
29,59000,RENT,3.0,EDUCATION,A,6000,7.88,0,0.1,N,8,0.1410166398373775,0
29,71000,MORTGAGE,4.0,VENTURE,A,4000,7.14,0,0.06,N,5,0.3541518159359462,0
28,42000,RENT,0.0,EDUCATION,B,12000,11.11,0,0.29,N,9,0.48708879962677154,0
29,75000,OWN,3.0,HOMEIMPROVEMENT,A,12000,7.51,0,0.16,N,8,0.14818045120735168,0
27,104000,RENT,8.0,HOMEIMPROVEMENT,A,12800,7.29,0,0.12,N,5,0.3541518159359462,0
28,20000,RENT,5.0,EDUCATION,B,4000,10.99,0,0.2,N,10,0.402089947113939,0
35,48000,MORTGAGE,8.0,MEDICAL,C,2000,11.97,0,0.04,N,10,0.45211330557385476,0
29,32000,RENT,6.0,MEDICAL,C,10800,13.57,1,0.34,N,5,0.6101614045498314,1
34,54000,MORTGAGE,5.0,VENTURE,A,10000,7.29,0,0.19,N,7,0.15733874807967535,0
27,95000,MORTGAGE,11.0,VENTURE,C,18000,13.48,0,0.19,N,5,0.5000000000000002,1
29,70000,MORTGAGE,13.0,MEDICAL,A,10000,6.99,0,0.14,N,10,0.14297676674327192,0
27,40000,OWN,11.0,PERSONAL,A,6400,9.32,0,0.16,N,9,0.20678938539918085,0
33,57500,RENT,2.0,MEDICAL,B,2000,10.99,0,0.03,N,5,0.40205024588293065,0
31,37000,MORTGAGE,12.0,VENTURE,C,22000,12.73,0,0.59,Y,6,0.8491624610162342,1
33,55000,MORTGAGE,7.0,VENTURE,B,3500,10.65,0,0.06,N,10,0.3990610892608002,0
33,40000,RENT,15.0,EDUCATION,B,15000,9.88,1,0.38,N,9,0.5529237488438085,1
31,36000,RENT,4.0,MEDICAL,D,10000,14.42,0,0.28,Y,9,0.5000000000000003,1
31,72000,MORTGAGE,6.0,MEDICAL,A,9800,6.62,0,0.14,N,7,0.14297676674327192,0
35,26000,RENT,3.0,PERSONAL,A,8000,7.9,1,0.31,N,6,0.5026905396902228,1
27,75000,MORTGAGE,4.0,VENTURE,B,6625,10.99,0,0.09,N,9,0.41862055206078785,0
33,103000,RENT,0.0,EDUCATION,C,9000,14.65,1,0.09,Y,9,0.5000000000000002,1
31,65200,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7000,8.0,0,0.11,N,7,0.1418904985683848,0
34,47300,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,7.88,0,0.25,N,10,0.36640714796622553,0
28,86000,MORTGAGE,12.0,VENTURE,A,15600,5.99,0,0.18,N,7,0.15412328890719273,0
28,51000,OWN,2.0,MEDICAL,E,20400,17.74,1,0.4,Y,6,0.8237411436073406,1
29,45000,OWN,0.0,MEDICAL,D,10000,17.58,0,0.22,Y,6,0.5209304998858597,1
29,56700,MORTGAGE,9.0,EDUCATION,C,10000,10.99,0,0.18,Y,5,0.4031369860527136,0
32,44500,OWN,3.0,HOMEIMPROVEMENT,A,15000,7.51,0,0.34,N,5,0.5257199751762514,1
33,62000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,3700,6.39,0,0.06,N,6,0.18867335308997638,0
29,66000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,7000,9.91,0,0.11,N,6,0.331437073353904,0
32,114000,RENT,17.0,MEDICAL,B,6000,10.37,0,0.05,N,9,0.37902195279434736,0
30,81120,OWN,3.0,PERSONAL,B,18000,10.75,0,0.22,N,5,0.38004686238444024,0
30,66000,MORTGAGE,14.0,DEBTCONSOLIDATION,C,11200,13.49,1,0.17,N,6,0.5000000000000001,1
29,92000,RENT,2.0,PERSONAL,C,20000,13.72,0,0.22,Y,8,0.5000000000000003,1
30,50000,MORTGAGE,0.0,EDUCATION,C,10000,10.99,0,0.2,N,5,0.402089947113939,0
33,72000,MORTGAGE,6.0,VENTURE,A,4250,5.42,0,0.06,N,5,0.35672042417438704,0
28,160000,OWN,12.0,VENTURE,B,23000,11.83,0,0.14,N,5,0.4377988387655038,0
35,76000,RENT,2.0,PERSONAL,C,1000,13.49,0,0.01,N,8,0.5000000000000002,1
27,85000,MORTGAGE,12.0,MEDICAL,A,3800,6.03,0,0.04,N,8,0.1500072557289503,0
31,100000,RENT,6.0,VENTURE,B,20000,12.42,0,0.2,N,9,0.46525463841190323,0
30,70000,MORTGAGE,9.0,PERSONAL,A,7000,8.9,0,0.1,N,8,0.1494714814683299,0
30,45600,MORTGAGE,0.0,PERSONAL,A,6400,8.94,0,0.14,N,7,0.1498477742938448,0
34,62000,MORTGAGE,18.0,VENTURE,B,28000,11.71,0,0.45,N,7,0.606833923975399,1
31,78996,RENT,5.0,HOMEIMPROVEMENT,A,6000,7.51,1,0.08,N,8,0.13856776762836687,0
32,46000,RENT,4.0,MEDICAL,A,9000,7.51,0,0.2,N,5,0.35590278440206147,0
29,64000,RENT,3.0,DEBTCONSOLIDATION,C,15000,15.27,1,0.23,N,10,0.5000000000000002,1
27,157544,MORTGAGE,8.0,DEBTCONSOLIDATION,C,35000,12.99,0,0.22,Y,10,0.49428312234955124,0
27,34000,OWN,1.0,EDUCATION,B,16750,10.59,0,0.49,N,6,0.6796052209485103,1
29,71000,RENT,1.0,HOMEIMPROVEMENT,C,12000,13.16,0,0.17,Y,5,0.5000000000000002,1
30,36000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,11.83,0,0.42,N,10,0.5738827263833792,1
27,84906,MORTGAGE,11.0,DEBTCONSOLIDATION,A,4500,7.51,0,0.05,N,10,0.1412908709914078,0
28,50000,RENT,7.0,VENTURE,F,14000,19.04,0,0.28,Y,5,0.7538404611633515,1
30,150000,RENT,2.0,VENTURE,B,21000,12.62,0,0.14,N,9,0.48134503454912586,0
32,25000,RENT,0.0,PERSONAL,C,3000,13.48,0,0.12,N,5,0.5000000000000002,1
34,55000,MORTGAGE,6.0,PERSONAL,C,2500,13.49,0,0.05,N,5,0.5000000000000002,1
28,110000,MORTGAGE,3.0,VENTURE,A,11000,5.79,0,0.1,N,5,0.3541518159359462,0
29,42000,RENT,0.0,VENTURE,D,5000,14.96,1,0.12,Y,5,0.5103352234800058,1
30,31000,MORTGAGE,3.0,VENTURE,D,12000,14.42,1,0.39,N,9,0.5509796315419048,1
30,114132,MORTGAGE,1.0,DEBTCONSOLIDATION,D,14400,14.54,1,0.13,N,10,0.5000000000000003,1
32,56000,MORTGAGE,5.0,VENTURE,A,10000,7.14,0,0.18,N,6,0.2011434530403194,0
32,90000,RENT,11.0,HOMEIMPROVEMENT,C,20000,13.22,0,0.22,Y,10,0.5000000000000003,1
33,61000,RENT,0.0,HOMEIMPROVEMENT,B,6000,10.39,0,0.1,N,9,0.38061762127455734,0
27,38500,RENT,1.0,DEBTCONSOLIDATION,B,3000,11.48,0,0.08,N,8,0.441181774573133,0
27,60000,RENT,8.0,MEDICAL,A,7000,6.99,0,0.12,N,8,0.1386686675053678,0
33,68736,RENT,8.0,HOMEIMPROVEMENT,D,1200,16.29,0,0.02,N,9,0.5000000000000004,1
31,68000,MORTGAGE,15.0,MEDICAL,A,13600,7.88,0,0.2,N,5,0.35590278440206147,0
27,100970,MORTGAGE,5.0,VENTURE,B,20000,11.99,0,0.2,N,9,0.44438861347231856,0
28,103992,MORTGAGE,3.0,HOMEIMPROVEMENT,B,18000,10.99,0,0.17,N,10,0.4142713697666846,0
