person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,ann_score,risk_score_tahap3,predicted_tahap3
39,200000,MORTGAGE,19.0,EDUCATION,B,18000,10.99,0,0.09,N,13,0.06871916765381127,0.39089441217826615,0
41,66504,RENT,5.0,EDUCATION,E,25000,17.56,1,0.38,Y,15,0.8708398888405531,0.5,1
38,200000,MORTGAGE,0.0,PERSONAL,B,20000,11.48,0,0.1,N,15,0.09005512719861691,0.5,1
47,55250,RENT,9.0,MEDICAL,D,25000,10.99,1,0.38,Y,13,0.6593138827376931,0.5867189511502182,1
44,72136,RENT,7.0,HOMEIMPROVEMENT,F,25000,19.41,1,0.35,N,17,0.8804242127702504,0.4999999999999997,0
38,192000,MORTGAGE,22.0,HOMEIMPROVEMENT,A,5600,7.9,0,0.03,N,14,0.02419625633063406,0.5,1
37,192000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,25600,5.99,0,0.13,N,17,0.026988562828090184,0.19146912819526613,0
46,192000,MORTGAGE,1.0,VENTURE,C,25000,14.79,0,0.13,Y,14,0.29981087673961526,0.5,1
36,192000,OTHER,11.0,VENTURE,B,20000,11.48,0,0.1,N,17,0.09857836723779254,0.19146912819526613,0
36,69000,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.36,N,12,0.7475547053223061,0.5143489707530213,1
44,189996,MORTGAGE,12.0,PERSONAL,C,8000,13.16,0,0.04,N,15,0.14520762051166186,0.5,1
36,14400,OWN,7.0,DEBTCONSOLIDATION,A,7000,5.42,1,0.49,N,16,0.7626503287156544,0.5,1
36,174462,RENT,9.0,VENTURE,E,20000,17.04,1,0.11,N,16,0.5185565197780431,0.3975052410901471,0
37,186000,OWN,7.0,VENTURE,A,3000,6.39,0,0.02,N,17,0.015340231010324688,0.19146912819526613,0
46,185000,MORTGAGE,22.0,VENTURE,B,20000,11.36,0,0.11,N,15,0.0881739700848279,0.5,1
43,180000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,6000,14.27,0,0.03,N,17,0.2110781264730071,0.19146912819526613,0
42,14400,OWN,3.0,MEDICAL,A,3500,10.99,1,0.24,N,11,0.12993282878500065,0.4282024750084187,0
36,84000,RENT,6.0,EDUCATION,C,25000,12.87,0,0.3,Y,11,0.4728393475631584,0.5000000000000006,1
36,84996,RENT,2.0,EDUCATION,B,25000,11.86,0,0.29,N,11,0.3404966021156015,0.48931022375827654,0
36,180000,RENT,5.0,EDUCATION,B,24000,9.99,0,0.13,N,15,0.05652866411822103,0.5,1
45,180000,MORTGAGE,8.0,MEDICAL,A,10000,5.99,0,0.06,N,11,0.021711506132363816,0.16224627976419764,0
49,142800,MORTGAGE,3.0,MEDICAL,B,24000,10.99,1,0.14,N,14,0.07875819649246539,0.5,1
39,78000,RENT,3.0,HOMEIMPROVEMENT,D,25000,16.02,1,0.32,N,17,0.7275020826177383,0.4999999999999997,0
45,82800,RENT,4.0,EDUCATION,C,25000,12.87,1,0.3,Y,14,0.5063055915948864,0.5,1
36,175000,MORTGAGE,2.0,MEDICAL,A,11800,7.51,0,0.07,N,11,0.02924983701851774,0.1522270554785322,0
38,175000,MORTGAGE,10.0,EDUCATION,B,21000,9.99,0,0.12,N,14,0.051521261827169665,0.5,1
37,97000,RENT,8.0,HOMEIMPROVEMENT,F,25000,19.41,0,0.26,N,11,0.7854068851281717,0.6981879606741156,1
37,88000,RENT,4.0,PERSONAL,G,25000,19.66,1,0.28,Y,12,0.8219906054848162,0.666144182579054,1
36,15000,OWN,2.0,PERSONAL,C,5000,13.92,1,0.33,Y,15,0.6739168360233662,0.5,1
37,15000,OWN,0.0,VENTURE,A,5000,7.74,1,0.33,N,13,0.36321904791997295,0.4999999999999995,0
47,90000,RENT,1.0,VENTURE,D,25000,15.65,1,0.28,Y,17,0.6164319372253089,0.3934267489460244,0
37,175000,RENT,2.0,HOMEIMPROVEMENT,B,15000,9.76,0,0.09,N,17,0.05309669142530124,0.19146912819526613,0
37,174996,MORTGAGE,11.0,MEDICAL,C,6500,13.35,0,0.04,Y,17,0.16217836214474732,0.19146912819526613,0
37,94000,RENT,0.0,HOMEIMPROVEMENT,C,25000,13.11,1,0.27,N,16,0.39218281749903994,0.3975052410901471,0
44,171996,MORTGAGE,19.0,VENTURE,B,25000,9.62,0,0.15,N,11,0.0430822761195839,0.36633834114031116,0
41,171194,MORTGAGE,9.0,HOMEIMPROVEMENT,B,25000,11.12,0,0.15,N,14,0.08404528356666192,0.5,1
37,170004,MORTGAGE,1.0,HOMEIMPROVEMENT,E,25000,16.45,0,0.15,Y,13,0.4859354342763099,0.4999999999999995,0
37,110000,RENT,12.0,EDUCATION,B,25000,10.99,0,0.23,N,12,0.1219509731553299,0.42011351399661145,0
40,98004,RENT,4.0,DEBTCONSOLIDATION,F,25000,19.04,1,0.26,Y,16,0.7296590592305677,0.3975052410901471,0
46,170000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,7200,9.91,0,0.04,N,12,0.04421648234809385,0.3758435518385164,0
39,170000,MORTGAGE,16.0,MEDICAL,A,32000,7.49,0,0.19,N,13,0.052408214273175484,0.18816303869402726,0
39,170000,RENT,9.0,DEBTCONSOLIDATION,C,17000,12.99,0,0.1,N,14,0.1423753434976254,0.5,1
37,114000,RENT,10.0,VENTURE,F,25000,10.99,0,0.22,N,13,0.11815579654288931,0.39089441217826615,0
36,103000,RENT,6.0,VENTURE,C,25000,12.53,1,0.24,Y,15,0.22419127272362033,0.5,1
38,124499,RENT,3.0,EDUCATION,C,25000,13.06,0,0.2,N,13,0.2072181077974444,0.4999999999999995,0
39,100300,RENT,2.0,MEDICAL,D,25000,15.7,1,0.21,Y,16,0.49411626728985364,0.3975052410901471,0
40,15600,OWN,2.0,EDUCATION,D,4000,15.7,1,0.26,Y,13,0.5414000254421871,0.5523514223312912,1
36,127000,RENT,20.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.2,N,11,0.32773121639325714,0.5000000000000003,1
36,145000,RENT,0.0,MEDICAL,B,25000,10.99,0,0.17,N,15,0.08756594186134288,0.5,1
47,165000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,19800,15.65,0,0.12,N,16,0.3916220398004275,0.3975052410901471,0
40,158000,RENT,2.0,HOMEIMPROVEMENT,E,25000,16.82,1,0.16,N,16,0.522307638828332,0.3975052410901471,0
38,16500,OWN,1.0,VENTURE,C,2000,13.23,0,0.12,N,11,0.15383738554075133,0.5000000000000006,1
36,430000,RENT,2.0,VENTURE,C,25000,13.8,0,0.06,Y,16,0.18554775569482088,0.19751054852320665,0
48,16800,OWN,0.0,HOMEIMPROVEMENT,B,3300,10.99,1,0.2,N,14,0.1011635403860762,0.5,1
37,160000,MORTGAGE,3.0,PERSONAL,A,24000,6.54,0,0.15,N,15,0.03426193088422767,0.5,1
38,87000,RENT,3.0,HOMEIMPROVEMENT,B,24250,10.99,0,0.28,N,12,0.2457373974914113,0.45545677041397076,0
37,76066,RENT,10.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.32,Y,13,0.6923689418964705,0.5461308439244524,1
42,68850,RENT,8.0,MEDICAL,D,24250,15.58,1,0.3,N,14,0.6450473221558555,0.5,1
36,148000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,10000,14.11,1,0.07,N,13,0.19018128727757938,0.4999999999999995,0
39,78200,RENT,18.0,MEDICAL,D,24250,16.0,1,0.26,Y,13,0.5568763518492147,0.5859330771565152,1
40,125000,RENT,1.0,DEBTCONSOLIDATION,B,24250,10.99,0,0.19,N,17,0.10127527609952187,0.19146912819526613,0
50,118000,RENT,16.0,EDUCATION,C,24250,13.92,1,0.21,N,12,0.282469486633553,0.49999999999999983,0
36,135000,RENT,0.0,DEBTCONSOLIDATION,C,24250,12.87,0,0.18,Y,15,0.19431506157064685,0.5,1
40,45000,RENT,15.0,EDUCATION,B,24000,10.65,1,0.53,N,11,0.8368333779714048,0.8476036341316615,1
38,17108,MORTGAGE,7.0,EDUCATION,A,4375,7.51,1,0.26,N,17,0.09293025736101242,0.19146912819526613,0
38,17280,OWN,0.0,HOMEIMPROVEMENT,D,1000,16.29,0,0.06,N,11,0.4274022524571521,0.5000000000000003,1
39,55059,RENT,16.0,DEBTCONSOLIDATION,B,24000,12.53,1,0.44,N,15,0.8023063569891946,0.5,1
38,60000,RENT,2.0,PERSONAL,C,24000,13.85,1,0.4,N,16,0.8029977386889238,0.5,1
36,17640,OWN,4.0,HOMEIMPROVEMENT,A,5875,7.9,1,0.33,N,12,0.3880156432855575,0.49999999999999983,0
39,17721,OWN,0.0,DEBTCONSOLIDATION,C,3975,11.97,1,0.22,Y,15,0.16431179561225923,0.5,1
39,17760,OWN,0.0,MEDICAL,A,4375,5.42,1,0.25,N,17,0.07203143696356547,0.5,1
36,72800,RENT,3.0,HOMEIMPROVEMENT,D,24000,14.09,1,0.33,N,12,0.6610916116414398,0.49999999999999983,0
39,67000,RENT,0.0,VENTURE,D,24000,15.31,1,0.36,N,11,0.7627595449993572,0.5143489707530213,1
36,78708,RENT,7.0,MEDICAL,B,24000,11.12,0,0.3,N,12,0.34184471103084435,0.49593840717425414,0
38,81000,RENT,0.0,HOMEIMPROVEMENT,A,24000,8.49,0,0.3,N,13,0.2305198607537287,0.49015537392332187,0
43,97500,RENT,6.0,VENTURE,B,24000,10.99,0,0.25,N,11,0.14578533057353427,0.44122762913659436,0
36,100300,RENT,3.0,HOMEIMPROVEMENT,B,24000,11.99,0,0.24,N,11,0.17677820653246024,0.49618475268395074,0
48,130000,RENT,2.0,EDUCATION,B,24000,9.91,0,0.18,N,15,0.066099247716916,0.5,1
41,60000,RENT,7.0,HOMEIMPROVEMENT,A,23800,6.91,1,0.4,N,15,0.6123269314692535,0.5,1
37,38400,RENT,6.0,EDUCATION,D,23500,10.99,1,0.61,Y,16,0.9139260604987204,0.5,1
39,64000,RENT,4.0,EDUCATION,C,23500,14.26,1,0.37,N,13,0.7576238693347699,0.5613457266231628,1
37,18000,OWN,4.0,PERSONAL,C,1500,13.47,0,0.08,N,13,0.1573508969631921,0.4999999999999995,0
40,83000,RENT,3.0,HOMEIMPROVEMENT,D,23000,12.36,1,0.28,Y,11,0.33104283982198546,0.5000000000000006,1
42,67147,RENT,6.0,MEDICAL,D,22400,14.11,1,0.28,Y,11,0.46928087515903416,0.5000000000000006,1
38,83000,RENT,3.0,HOMEIMPROVEMENT,G,22250,23.22,1,0.27,Y,12,0.8861180832370786,0.5,1
47,38400,RENT,3.0,MEDICAL,F,22000,18.78,1,0.57,Y,17,0.9725250536479755,0.6065732510539752,1
38,56524,RENT,16.0,HOMEIMPROVEMENT,B,22000,10.75,1,0.39,N,15,0.6890753397703685,0.5,1
43,72000,RENT,11.0,EDUCATION,B,22000,10.62,1,0.31,N,11,0.34608712851184514,0.5000000000000006,1
42,82000,RENT,6.0,DEBTCONSOLIDATION,B,22000,10.99,0,0.27,N,12,0.20870941291844228,0.43718265591136785,0
46,91000,RENT,0.0,HOMEIMPROVEMENT,E,22000,18.79,1,0.24,N,16,0.6731598016724324,0.3975052410901471,0
39,119000,RENT,3.0,DEBTCONSOLIDATION,B,22000,11.49,0,0.18,N,12,0.10225706578729311,0.45585967676441497,0
40,167000,RENT,2.0,VENTURE,B,22000,10.99,0,0.13,N,13,0.07227734750478802,0.39089441217826615,0
48,19200,OWN,1.0,EDUCATION,C,7000,10.99,1,0.36,Y,12,0.6121484715547333,0.5143489707530213,1
37,40000,RENT,1.0,VENTURE,C,21250,12.99,1,0.53,N,16,0.89721386339608,0.5,1
36,42000,RENT,1.0,EDUCATION,A,21000,7.49,1,0.5,N,11,0.7928823889101884,0.8408711618572001,1
39,58000,RENT,5.0,EDUCATION,B,21000,10.83,1,0.36,N,16,0.6483350746949875,0.3975052410901471,0
36,59000,RENT,2.0,MEDICAL,D,21000,14.11,1,0.36,Y,16,0.7623380660139044,0.5,1
36,80000,RENT,20.0,VENTURE,B,21000,11.36,0,0.26,N,12,0.1948160625728255,0.44630755063414895,0
37,92000,RENT,0.0,VENTURE,B,21000,11.63,0,0.23,N,15,0.1626665408176542,0.5,1
39,110000,RENT,17.0,MEDICAL,B,21000,11.11,0,0.19,N,16,0.10354092776858351,0.19751054852320665,0
39,19404,MORTGAGE,0.0,MEDICAL,B,6000,11.14,1,0.31,N,13,0.403133161592638,0.4999999999999995,0
38,200000,RENT,4.0,HOMEIMPROVEMENT,B,21000,10.37,0,0.1,N,11,0.05200417935723974,0.41162185559542047,0
39,48000,RENT,4.0,MEDICAL,D,20500,14.59,1,0.43,N,16,0.8525679257336884,0.5,1
36,69996,RENT,6.0,VENTURE,B,20400,10.37,0,0.29,N,14,0.26302662940696203,0.5,1
37,69996,RENT,5.0,MEDICAL,C,20400,13.06,0,0.29,Y,11,0.436389060120599,0.5000000000000006,1
36,38000,RENT,15.0,VENTURE,C,20000,12.41,1,0.53,Y,16,0.8868635003106888,0.5,1
37,20000,OWN,2.0,VENTURE,B,3000,12.69,0,0.15,N,17,0.16493268256161886,0.19146912819526613,0
48,39915,RENT,15.0,VENTURE,A,20000,7.49,1,0.5,N,12,0.7888857273107182,0.8311185664827228,1
45,37000,RENT,0.0,HOMEIMPROVEMENT,B,20000,11.71,1,0.54,N,15,0.8762256562990466,0.5,1
36,45000,RENT,4.0,MEDICAL,B,20000,11.36,1,0.44,N,14,0.7578346637172139,0.5,1
36,48000,RENT,2.0,MEDICAL,C,20000,13.61,1,0.42,N,14,0.804768279812318,0.5,1
37,42000,RENT,0.0,PERSONAL,E,20000,14.25,1,0.48,Y,17,0.8898332240368054,0.4999999999999997,0
50,44000,RENT,14.0,MEDICAL,G,20000,20.4,1,0.45,N,11,0.9544372914431748,0.8283756343374755,1
38,50000,RENT,8.0,MEDICAL,C,20000,13.85,1,0.4,N,14,0.7890454746073614,0.5,1
40,50004,RENT,3.0,DEBTCONSOLIDATION,B,20000,10.99,1,0.4,N,17,0.7308303967099942,0.4767259488859738,0
37,45000,RENT,2.0,HOMEIMPROVEMENT,B,20000,12.53,1,0.44,N,14,0.7954009778704589,0.5,1
43,20000,OWN,15.0,EDUCATION,A,5000,7.14,0,0.25,N,15,0.07794639468875554,0.5,1
40,45996,RENT,4.0,DEBTCONSOLIDATION,D,20000,14.61,1,0.43,N,11,0.8240027583520216,0.8230426914996377,1
39,62400,RENT,7.0,PERSONAL,C,20000,12.68,1,0.32,N,13,0.5839212302479515,0.4999999999999995,0
38,64700,RENT,5.0,DEBTCONSOLIDATION,B,20000,11.11,1,0.31,N,13,0.40069781146550737,0.4999999999999995,0
39,65000,RENT,12.0,VENTURE,B,20000,10.74,1,0.31,N,17,0.4136540583249356,0.3934267489460244,0
37,65000,RENT,2.0,PERSONAL,B,20000,10.25,1,0.31,N,16,0.3637752568957359,0.3975052410901471,0
37,65000,RENT,4.0,HOMEIMPROVEMENT,F,20000,16.71,1,0.31,N,17,0.7346130951329303,0.4999999999999997,0
36,65004,RENT,3.0,EDUCATION,D,20000,15.33,1,0.31,N,15,0.6658873081433518,0.5,1
38,66690,RENT,12.0,EDUCATION,D,20000,14.59,0,0.3,N,14,0.6031030112703076,0.5,1
38,21000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,3000,13.43,0,0.14,Y,17,0.20856741332064307,0.19146912819526613,0
39,72000,RENT,5.0,MEDICAL,B,20000,12.69,0,0.28,N,14,0.38744743443084373,0.5,1
41,75000,RENT,1.0,PERSONAL,B,20000,11.14,0,0.27,N,11,0.20891987252107322,0.4538074541786442,0
39,21600,OWN,0.0,MEDICAL,A,6000,6.03,0,0.28,N,12,0.1389110782731766,0.45545677041397076,0
36,76464,RENT,8.0,MEDICAL,C,20000,13.22,0,0.26,Y,12,0.31198096185435226,0.49999999999999983,0
50,76500,RENT,1.0,PERSONAL,B,20000,11.99,0,0.26,N,17,0.27230313098405656,0.3934267489460244,0
38,21600,OWN,1.0,EDUCATION,C,4750,15.23,0,0.22,Y,16,0.4640532608571124,0.19751054852320665,0
36,21600,OWN,0.0,VENTURE,A,2100,8.49,0,0.1,N,12,0.03349017584580696,0.26387254034604213,0
41,21600,OWN,1.0,HOMEIMPROVEMENT,C,3500,13.61,0,0.16,N,12,0.21360524553057122,0.49999999999999983,0
36,22000,MORTGAGE,0.0,EDUCATION,A,8000,6.99,0,0.36,N,17,0.4012046369315196,0.2980984133026653,0
36,84000,RENT,0.0,EDUCATION,B,20000,9.64,1,0.24,N,16,0.10876145420723958,0.3975052410901471,0
40,73100,RENT,0.0,MEDICAL,D,20000,14.54,1,0.23,Y,11,0.37681335273597094,0.5000000000000003,1
36,103000,RENT,0.0,DEBTCONSOLIDATION,C,20000,13.79,0,0.19,Y,17,0.28942499308894853,0.19146912819526613,0
38,110000,RENT,5.0,HOMEIMPROVEMENT,A,20000,6.91,0,0.18,N,13,0.049140792226469984,0.18816303869402726,0
40,110000,RENT,0.0,EDUCATION,B,20000,10.38,0,0.18,N,16,0.07747913672630193,0.19751054852320665,0
41,110496,RENT,3.0,HOMEIMPROVEMENT,A,20000,6.91,0,0.18,N,16,0.04217736202152203,0.19751054852320665,0
37,108000,RENT,0.0,HOMEIMPROVEMENT,E,20000,16.32,1,0.19,N,15,0.5068085664573024,0.5,1
37,120000,RENT,4.0,VENTURE,C,20000,13.47,0,0.17,Y,11,0.20289775933666668,0.5000000000000006,1
36,130000,RENT,11.0,EDUCATION,E,20000,10.99,0,0.15,Y,14,0.08036179355628163,0.5,1
39,23000,OWN,6.0,MEDICAL,A,6400,8.9,0,0.28,N,14,0.1542540926467545,0.5,1
41,150000,RENT,13.0,PERSONAL,F,20000,19.47,0,0.13,N,15,0.6142535470416143,0.5,1
39,150000,RENT,0.0,HOMEIMPROVEMENT,B,20000,10.08,0,0.13,N,17,0.06456797912531291,0.19146912819526613,0
45,23000,OWN,2.0,PERSONAL,A,7000,7.29,0,0.3,N,15,0.18327206625247897,0.5,1
40,172800,RENT,9.0,DEBTCONSOLIDATION,B,20000,10.99,0,0.12,N,13,0.07055516475605197,0.39089441217826615,0
42,889000,RENT,13.0,EDUCATION,A,20000,10.99,0,0.02,N,17,0.07347960187909897,0.19146912819526613,0
40,23004,OWN,2.0,MEDICAL,A,7750,7.88,0,0.34,N,16,0.34998314083970083,0.19751054852320665,0
36,23004,OWN,0.0,VENTURE,B,12000,11.48,0,0.52,N,11,0.8364641300604482,0.8454357129124136,1
40,14400,RENT,0.0,MEDICAL,B,1000,9.25,0,0.07,N,11,0.03863993276368167,0.33282975886249555,0
41,23396,OWN,5.0,HOMEIMPROVEMENT,B,10000,10.38,0,0.43,N,16,0.7393141099799801,0.5,1
47,18000,RENT,0.0,HOMEIMPROVEMENT,D,1000,14.84,1,0.06,Y,16,0.251889323802475,0.19751054852320665,0
38,48384,RENT,4.0,MEDICAL,D,19000,14.96,1,0.39,Y,16,0.8234816784585897,0.5,1
38,23868,MORTGAGE,0.0,HOMEIMPROVEMENT,B,7750,12.53,1,0.32,N,14,0.5824630709562576,0.5,1
36,24000,MORTGAGE,18.0,VENTURE,B,6200,10.65,0,0.26,N,16,0.185403580853745,0.3975052410901471,0
37,103000,RENT,3.0,DEBTCONSOLIDATION,A,18550,7.88,0,0.18,N,12,0.05063749994727101,0.16888143351727686,0
38,24000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,1500,6.03,0,0.06,N,16,0.01696348008504579,0.19751054852320665,0
42,150000,RENT,19.0,MEDICAL,C,18400,10.99,0,0.12,N,17,0.08679776386219652,0.19146912819526613,0
38,40000,RENT,4.0,EDUCATION,B,18225,12.42,1,0.46,N,17,0.8331361222457836,0.4999999999999997,0
42,45000,RENT,1.0,DEBTCONSOLIDATION,B,18200,10.83,1,0.4,N,14,0.6929819820696791,0.5,1
37,58000,RENT,9.0,MEDICAL,B,18200,10.99,1,0.31,N,11,0.36995749220657775,0.5000000000000006,1
41,24000,MORTGAGE,5.0,MEDICAL,A,1500,10.99,0,0.06,N,15,0.07198626259273552,0.5,1
43,36480,RENT,0.0,PERSONAL,B,18000,11.71,1,0.49,N,16,0.8383389036002901,0.5,1
37,43200,RENT,5.0,VENTURE,B,18000,8.88,1,0.42,N,16,0.6836082179556158,0.5,1
43,50000,RENT,6.0,PERSONAL,C,18000,14.35,1,0.36,N,16,0.7693719537665933,0.5,1
45,24000,MORTGAGE,0.0,VENTURE,C,4000,13.49,0,0.17,N,13,0.21874378652060425,0.4999999999999995,0
45,48500,RENT,7.0,MEDICAL,C,18000,13.85,1,0.37,Y,15,0.7594426835743876,0.5,1
40,55000,RENT,14.0,HOMEIMPROVEMENT,A,18000,7.88,1,0.33,N,14,0.3427830794777146,0.5,1
39,70000,RENT,3.0,PERSONAL,B,18000,11.14,0,0.26,N,14,0.19718284828329719,0.5,1
39,73500,RENT,1.0,EDUCATION,C,18000,10.99,0,0.24,Y,15,0.149554486945067,0.5,1
36,24000,OWN,5.0,VENTURE,C,4000,14.72,0,0.17,Y,15,0.33885928256607106,0.5,1
38,77000,RENT,9.0,VENTURE,B,18000,10.65,0,0.23,N,11,0.10388262966077007,0.3993011929285675,0
43,62900,RENT,22.0,MEDICAL,D,18000,17.27,1,0.24,Y,14,0.5763035847602643,0.5,1
38,81000,RENT,7.0,DEBTCONSOLIDATION,B,18000,10.59,0,0.22,N,16,0.11620976172051511,0.19751054852320665,0
36,82000,RENT,12.0,HOMEIMPROVEMENT,C,18000,13.22,0,0.22,N,17,0.2638827325456593,0.19146912819526613,0
48,82500,RENT,4.0,HOMEIMPROVEMENT,A,18000,7.51,0,0.22,N,16,0.05865115949568953,0.19751054852320665,0
47,24000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,5100,10.99,0,0.21,Y,16,0.11903120221227764,0.19751054852320665,0
40,85000,RENT,5.0,HOMEIMPROVEMENT,B,18000,11.48,0,0.21,N,13,0.12409541246646127,0.40540375564273445,0
43,90000,RENT,9.0,MEDICAL,C,18000,13.11,0,0.2,N,12,0.20356518800933768,0.49999999999999983,0
36,125000,RENT,0.0,HOMEIMPROVEMENT,B,18000,11.11,0,0.14,N,11,0.06917080725287125,0.447457299193076,0
36,130000,RENT,0.0,MEDICAL,B,18000,11.71,0,0.14,N,14,0.10075212090326043,0.5,1
44,24000,OWN,5.0,EDUCATION,D,5000,14.74,0,0.21,Y,15,0.38284585562302215,0.5,1
39,168000,RENT,2.0,HOMEIMPROVEMENT,E,18000,17.93,1,0.11,N,11,0.5763807593544557,0.49999999999999983,0
36,24000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,1500,9.63,0,0.06,N,16,0.044977826001149766,0.19751054852320665,0
50,85000,RENT,1.0,HOMEIMPROVEMENT,C,17500,13.49,0,0.21,N,17,0.27895714807048083,0.19146912819526613,0
38,51000,RENT,3.0,HOMEIMPROVEMENT,B,17000,10.38,1,0.33,N,11,0.4360391267079615,0.5000000000000001,1
49,70000,RENT,4.0,EDUCATION,B,17000,11.71,0,0.24,N,16,0.18554561109021653,0.3975052410901471,0
46,72194,RENT,8.0,PERSONAL,B,17000,8.88,0,0.24,N,15,0.08114720988329145,0.5,1
42,75000,RENT,6.0,MEDICAL,A,17000,7.9,0,0.23,N,15,0.06535561246071785,0.5,1
40,95000,RENT,0.0,PERSONAL,B,17000,10.0,0,0.18,N,15,0.06748201286921798,0.5,1
49,86400,RENT,7.0,PERSONAL,A,16875,7.51,0,0.2,N,14,0.05354136269317052,0.5,1
37,25000,OWN,8.0,VENTURE,C,10625,13.06,0,0.42,Y,12,0.7735431390334139,0.820301399025819,1
36,25000,MORTGAGE,4.0,MEDICAL,A,11500,7.29,0,0.46,N,12,0.7412273574341408,0.8310008841257038,1
38,47000,RENT,4.0,DEBTCONSOLIDATION,A,16500,7.9,1,0.35,N,16,0.391260682908067,0.19751054852320665,0
43,25000,MORTGAGE,10.0,EDUCATION,B,10000,9.62,0,0.4,N,17,0.6913090763028961,0.4767259488859738,0
36,72000,RENT,5.0,VENTURE,C,16500,13.61,0,0.23,N,11,0.2805319007213659,0.5000000000000003,1
48,92000,RENT,6.0,DEBTCONSOLIDATION,B,16500,12.69,0,0.18,N,15,0.18141336667752725,0.5,1
36,36000,RENT,7.0,PERSONAL,A,16000,8.9,1,0.44,N,17,0.7210281603770865,0.4999999999999997,0
44,36000,RENT,0.0,PERSONAL,B,16000,11.49,1,0.44,N,13,0.7543543938129729,0.8118369613059723,1
39,43680,RENT,9.0,MEDICAL,B,16000,10.99,1,0.37,N,16,0.675245845021127,0.3975052410901471,0
41,45000,RENT,2.0,MEDICAL,C,16000,12.99,1,0.36,N,14,0.706062641918808,0.5,1
36,25000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3000,8.7,0,0.12,N,12,0.03475036623501906,0.3074282585314156,0
36,44000,RENT,4.0,DEBTCONSOLIDATION,C,16000,14.65,1,0.36,N,11,0.741508859411486,0.5143489707530213,1
50,50000,RENT,1.0,PERSONAL,A,16000,7.9,1,0.32,N,17,0.2605303521292871,0.19146912819526613,0
36,25200,MORTGAGE,0.0,EDUCATION,C,8700,12.23,1,0.35,Y,14,0.6662993436763737,0.5,1
37,60000,RENT,21.0,DEBTCONSOLIDATION,B,16000,10.99,0,0.27,N,15,0.2316978394565327,0.5,1
42,54000,RENT,4.0,DEBTCONSOLIDATION,C,16000,12.87,1,0.3,Y,14,0.5063055915948864,0.5,1
38,60000,RENT,0.0,VENTURE,C,16000,13.22,0,0.27,N,14,0.37981971164194694,0.5,1
37,25700,MORTGAGE,5.0,EDUCATION,D,1600,10.99,0,0.06,N,14,0.06984166451902635,0.5,1
39,65000,RENT,4.0,HOMEIMPROVEMENT,B,16000,11.83,0,0.25,N,16,0.2153614646450047,0.3975052410901471,0
39,67000,RENT,6.0,VENTURE,B,16000,10.99,0,0.24,N,16,0.157839569960734,0.3975052410901471,0
39,70000,RENT,8.0,MEDICAL,A,16000,7.9,0,0.23,N,14,0.06759768467549532,0.5,1
40,70000,RENT,2.0,DEBTCONSOLIDATION,B,16000,11.99,0,0.23,N,12,0.16249380058280413,0.4956483869959941,0
48,71004,RENT,5.0,PERSONAL,B,16000,9.25,0,0.23,N,17,0.08789632707655542,0.3934267489460244,0
49,69000,RENT,0.0,HOMEIMPROVEMENT,D,16000,14.96,1,0.23,Y,12,0.4298851578269626,0.5000000000000003,1
38,25000,RENT,1.0,EDUCATION,A,1000,8.0,0,0.04,N,16,0.024062703304569326,0.19751054852320665,0
37,26000,OWN,2.0,MEDICAL,A,6000,8.59,0,0.23,N,12,0.07660631975094437,0.3284845240176562,0
36,27600,RENT,0.0,EDUCATION,B,1000,11.49,0,0.04,N,12,0.07806705257783657,0.45585967676441497,0
41,28800,RENT,2.0,EDUCATION,C,1000,10.99,0,0.03,N,13,0.06680594200167918,0.39089441217826615,0
46,35000,RENT,1.0,VENTURE,A,1000,7.9,0,0.03,N,12,0.027776735537749255,0.16888143351727686,0
41,26400,MORTGAGE,1.0,PERSONAL,D,10300,16.29,1,0.39,Y,14,0.845636500224495,0.5,1
45,38400,RENT,4.0,DEBTCONSOLIDATION,C,1000,14.72,0,0.03,Y,12,0.223790823823505,0.49999999999999983,0
40,39960,RENT,0.0,EDUCATION,C,1000,15.23,0,0.03,Y,14,0.2612536648939658,0.5,1
37,44000,RENT,14.0,EDUCATION,A,1000,5.42,0,0.02,N,13,0.016484362136625217,0.5,1
36,42000,RENT,21.0,HOMEIMPROVEMENT,A,1000,7.51,1,0.02,N,14,0.022940389430953532,0.5,1
38,61000,RENT,0.0,PERSONAL,B,1000,9.45,0,0.02,N,17,0.042551528093480846,0.19146912819526613,0
